id,recipe_name,Category,url,prep_time,cuisine_path,cook_time,total_time,servings,yield,ingredients,directions,rating,nutrition,timing,img_src
11,The Best Cherry Pie,vegan,https://www.allrecipes.com/recipe/254501/the-best-cherry-pie/,15 mins,/Desserts/Pies/Fruit Pies/Cherry Pie Recipes/,48 mins,1 hrs 23 mins,8,1 pie,"1 (15 ounce) package double crust ready-to-use pie crust, 3 cups cherries, pitted, ¾ cup white sugar, 3 tablespoons cornstarch, ¼ teaspoon almond extract, 2 tablespoons salted butter, cut into bits","Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil. Place bottom pie crust into a 9-inch pie pan; made pricks along the bottom with a fork.
Bake in the preheated oven until pie crust is lightly browned, about 8 minutes. Remove crust from oven and cool for 5 minutes.
Combine cherries, sugar, cornstarch, and almond extract together in a bowl. Pour cherry mixture into the prepared pie pan; dot with butter. Cover with top crusts, crimp the edges to seal, and cut vents into the top with a sharp knife. Place the pie on a foil-covered baking sheet.
Bake in the preheated oven for 30 minutes. If it is browning too fast cover the pie with an aluminum foil tent. Continue baking until crust is golden brown and filling is bubbly, 10 to 20 minutes. Place on a wire rack to cool, about 15 minutes.",4.9,"Total Fat 20g 25%, Saturated Fat 6g 30%, Cholesterol 8mg 3%, Sodium 274mg 12%, Total Carbohydrate 53g 19%, Dietary Fiber 3g 11%, Total Sugars 27g, Protein 4g, Vitamin C 4mg 19%, Calcium 14mg 1%, Iron 2mg 9%, Potassium 154mg 3%","Prep Time: 15 mins, Cook Time: 48 mins, Additional Time: 20 mins, Total Time: 1 hrs 23 mins, Servings: 8, Yield: 1 pie",https://www.allrecipes.com/thmb/QGG2WFcHQjXATggLinaK3KBkVc0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3790961-4d940806f2d54964b96acac6722b7d51.jpg
12,Monte Carlo Cocktail,vegan,https://www.allrecipes.com/recipe/217221/monte-carlo-cocktail/,5 mins,/Drinks Recipes/Cocktail Recipes/Whiskey Drinks Recipes/,,5 mins,1,1 cocktail,"  ice, 2 fluid ounces rye whiskey, ¾ fluid ounce Benedictine liqueur, 2 dashes aromatic bitters (such as Peychaud's®, 1  maraschino cherry",Fill a cocktail shaker with ice. Pour in whiskey and Benedictine. Shake in bitters. Cover and shake well. Strain into a chilled glass. Garnish with maraschino cherry.,5,"Sodium 8mg 0%, Total Carbohydrate 7g 3%, Dietary Fiber 0g 0%, Calcium 8mg 1%, Potassium 13mg 0%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1, Yield: 1 cocktail",https://www.allrecipes.com/thmb/yDYt9QvVrzRz0LzP2Irp-Ee41O4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5990112-monte-carlo-cocktail-Diana-Moutsopoulos-4x3-1-9258774a472e4056af14558b6f3bf91a.jpg
13,Crushed Pineapple Fruitcake,vegetarian,https://www.allrecipes.com/recipe/7673/crushed-pineapple-fruitcake/,15 mins,/Desserts/Fruit Desserts/Pineapple Dessert Recipes/,2 hrs 30 mins,10 hrs 45 mins,14,1 tube cake,"¾ cup butter, 1 cup white sugar, 2  eggs, 2 cups all-purpose flour, 2 teaspoons baking powder, 1 teaspoon salt, 1 teaspoon almond extract, 3 cups golden raisins, ½ cup red candied cherries, 1 cup candied mixed fruit peel, 1 (15 ounce) can crushed pineapple with juice","Line an angel food pan with parchment paper and brush with melted butter.
Cream butter or margarine, and then beat in sugar. Beat in eggs one at a time, beating well after each addition. Stir in extract. Mix in flour, baking powder, and salt. Stir in raisins, cherries, pineapple, and mixed peel. Cover bowl and let sit at room temperature, 8 hours to overnight.
Bake at 300 degrees F (150 degrees C) for 2 1/2 hours with a pan of hot water placed on the lowest rack of your oven during baking. Brush warm cake with some melted butter.",4.9,"Total Fat 11g 14%, Saturated Fat 7g 33%, Cholesterol 53mg 18%, Sodium 324mg 14%, Total Carbohydrate 75g 27%, Dietary Fiber 2g 9%, Total Sugars 40g, Protein 4g, Vitamin C 4mg 19%, Calcium 69mg 5%, Iron 2mg 10%, Potassium 303mg 6%","Prep Time: 15 mins, Cook Time: 2 hrs 30 mins, Additional Time: 8 hrs, Total Time: 10 hrs 45 mins, Servings: 14, Yield: 1 tube cake",https://www.allrecipes.com/thmb/ttFXpVxZteBRINEYr960mf27DPU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6262487-7352bdec4259436d9a191ef579f9a6d1.jpg
14,Preserved Cherries,vegan,https://www.allrecipes.com/recipe/265814/preserved-cherries/,,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,,,16,4 half-pint jars,"2 pounds fresh cherries, stems removed, 4 cups water, ¾ cup white sugar","Inspect 8 half-pint jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water for 10 minutes to sterilize. Wash new, unused lids and rings in warm soapy water.
Fill sterilized jars with cherries up to the ""neck"" of the jar.
Pour water into a large pan and bring to a boil. Add sugar and keep boiling until sugar dissolves. Pour hot simple syrup over cherries into the jars up to 1/8-inch from the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and tightly screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 20 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars. Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",5,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 2mg 0%, Total Carbohydrate 19g 7%, Dietary Fiber 1g 5%, Total Sugars 18g, Protein 1g, Vitamin C 4mg 20%, Calcium 10mg 1%, Iron 0mg 1%, Potassium 128mg 3%","Servings: 16, Yield: 4 half-pint jars",https://www.allrecipes.com/thmb/iDHeSS-JZu5UoTjOXeuPS_76mqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5491038-preserved-cherries-AllrecipesPhoto-4x3-1-227bfd30ef37498185aeb911c11f8c06.jpg
15,Black Forest Cheesecakes,vegetarian,https://www.allrecipes.com/recipe/222647/black-forest-cheesecakes/,20 mins,/Desserts/Cakes/Cheesecake Recipes/Chocolate Cheesecake Recipes/,20 mins,2 hrs 40 mins,12,,"12  chocolate sandwich cookies with creme filling, 2 (8 ounce) packages cream cheese, softened, ¾ cup white sugar, ⅓ cup baking cocoa, 1 teaspoon vanilla extract, 2 large eggs, 1 (21 ounce) can cherry pie filling, ½ cup whipped topping","Preheat the oven to 325 degrees F (160 degrees C). Line muffin cups with paper or foil liners.
Remove top from each sandwich cookie; crush tops and set aside. Place creme-topped cookies in the prepared muffin cups, creme-side up.
Beat cream cheese, sugar, cocoa, and vanilla in a large bowl with an electric mixer until fluffy. Mix in eggs until blended. Fill the prepared muffin cups 3/4 full; sprinkle 1/4 cup reserved cookie crumbs on top. Discard remaining crumbs or save for another use.
Bake in the preheated oven until set, 20 to 25 minutes. Cool completely; cover and refrigerate for at least 2 hours.
Top each cheesecake with 2 tablespoons cherry filling and a dollop of whipped topping just before serving.









",5,"Total Fat 17g 21%, Saturated Fat 9g 47%, Cholesterol 74mg 25%, Sodium 183mg 8%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 5%, Total Sugars 17g, Protein 5g, Vitamin C 2mg 9%, Calcium 48mg 4%, Iron 1mg 8%, Potassium 167mg 4%","Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 2 hrs, Total Time: 2 hrs 40 mins, Servings: 12",https://www.allrecipes.com/thmb/ZGN7fzid5jxn1t87NmUZLtawps8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1006021-bc051ab4436149c6b819c7355682eae0.jpg
16,Fig and Arugula Salad,vegetarian,https://www.allrecipes.com/recipe/220468/fig-and-arugula-salad/,15 mins,/Salad/Green Salad Recipes/Arugula Salad Recipes/,,15 mins,4,4 servings,"4 cups arugula, 8  fresh figs, quartered, ¼ cup grated Parmesan cheese, 2 tablespoons toasted pine nuts, 2 tablespoons honey, 2 tablespoons balsamic vinegar","Toss arugula, figs, Parmesan cheese, and pine nuts together in a large bowl.
Drizzle honey and balsamic vinegar over salad before serving.",4.8,"Total Fat 4g 5%, Saturated Fat 1g 7%, Cholesterol 4mg 1%, Sodium 85mg 4%, Total Carbohydrate 31g 11%, Dietary Fiber 3g 12%, Total Sugars 27g, Protein 4g, Vitamin C 5mg 26%, Calcium 127mg 10%, Iron 1mg 7%, Potassium 349mg 7%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/EeQbkDBjWV_LTmILIDOpmWYCyJA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2331988-1ce9b36dd5064c888b5483d655661d76.jpg
17,Fresh Figs and Chicken Thighs in Shallot-Balsamic Reduction,meat,https://www.allrecipes.com/recipe/275369/fresh-figs-and-chicken-thighs-in-shallot-balsamic-reduction/,15 mins,/Meat and Poultry/Chicken/Chicken Thigh Recipes/,30 mins,45 mins,8,8 chicken thighs,"8  skinless, boneless chicken thighs,   salt and ground black pepper to taste, 3 tablespoons extra-virgin olive oil, 10  fresh figs, stemmed and quartered, 1 ½ cups chicken broth, ¼ cup balsamic vinegar, 1 large shallot, sliced lengthwise, 1 tablespoon minced fresh rosemary,   fresh rosemary, for garnish","Pat chicken thighs dry and season both sides with salt and pepper.
Heat olive oil in a large skillet over medium-high heat until shimmering. Add chicken thighs and cook, 3 to 4 minutes on each side. Add figs, chicken broth, balsamic vinegar, and shallot. Bring contents to a boil, cover, reduce heat, and let simmer until chicken thighs are no longer pink in the centers and an instant-read thermometer inserted into the centers reads at least 165 degrees F (74 degrees C), about 8 minutes. Transfer thighs to a serving plate and keep warm.
Remove figs from the skillet using a slotted spoon and place them around the chicken on the plate.
Add minced rosemary to the skillet contents, increase heat to medium-high, and allow contents to come to a full boil to create a the reduction. Continue to boil, stirring often, until liquid reduces to approximately 1 cup, 8 to 10 minutes. Drizzle balsamic reduction over chicken and figs and garnish with rosemary sprigs. Serve warm.",5,"Total Fat 10g 13%, Saturated Fat 2g 11%, Cholesterol 44mg 15%, Sodium 281mg 12%, Total Carbohydrate 15g 5%, Dietary Fiber 2g 7%, Total Sugars 12g, Protein 13g, Vitamin C 2mg 10%, Calcium 34mg 3%, Iron 1mg 6%, Potassium 286mg 6%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 8, Yield: 8 chicken thighs",https://www.allrecipes.com/thmb/rpmo9fIx0U53w0ejoYITut_4h3M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6929317-71ec6b563147403284926b0dad9e5c8c.jpg
18,Fig and Honey Jam with Walnuts,vegetarian,https://www.allrecipes.com/recipe/256649/fig-and-honey-jam-with-walnuts/,15 mins,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,1 hrs 35 mins,1 hrs 50 mins,48,48 servings,"4 cups Mission figs, stemmed, 2 cups honey, 1 cup water, ¼ cup butter, 3 tablespoons lemon juice, 2 teaspoons ground cinnamon, 1 ½ teaspoons vanilla extract, 1 teaspoon ground cloves, 1 teaspoon salt, ½ teaspoon grated fresh ginger , 1 cup chopped walnuts","Combine figs, honey, water, butter, lemon juice, cinnamon, vanilla extract, cloves, salt, and ginger in a large pot; bring to a boil. Reduce heat and simmer until figs are soft, about 1 hour 15 minutes.
Blend figs with an immersion blender until mixture reaches desired consistency. Stir in walnuts. Cook until flavors combine, about 15 minutes.
Remove pot from heat and pour fig mixture into a container; transfer to the refrigerator.",4.8,"Total Fat 3g 3%, Saturated Fat 1g 4%, Cholesterol 3mg 1%, Sodium 56mg 2%, Total Carbohydrate 15g 5%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 1g, Vitamin C 1mg 4%, Calcium 10mg 1%, Iron 0mg 1%, Potassium 53mg 1%","Prep Time: 15 mins, Cook Time: 1 hrs 35 mins, Total Time: 1 hrs 50 mins, Servings: 48, Yield: 48 servings",https://www.allrecipes.com/thmb/QHoiL5rnBjmFcMyO03wcbelO_4k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4576930-ca5fa01fbea84730b28ad59fec93b20c.jpg
19,Fig-Ricotta Cake,vegetarian,https://www.allrecipes.com/recipe/275368/fig-ricotta-cake/,20 mins,/Desserts/Fruit Desserts/Fig Dessert Recipes/,45 mins,1 hrs 25 mins,10,1 9-inch loaf cake,"  nonstick cooking spray, 1 ½ cups all-purpose flour, 2 ½ teaspoons baking powder, 1 teaspoon salt, 1 ½ cups whole-milk ricotta cheese, 1 cup white sugar, ¾ cup unsalted butter, softened, 3 large eggs, at room temperature, 1 ½ teaspoons almond extract, 4  fresh figs, chopped into 1/2-inch pieces, 1 tablespoon all-purpose flour, 4  fresh fig slices, 1 teaspoon confectioners' sugar, or as needed (Optional)","Preheat the oven to 350 degrees F (175 degrees C). Spray a 9-inch loaf pan with nonstick cooking spray.
Whisk flour, baking powder, and salt together in a medium bowl. Set aside.
Beat ricotta cheese, sugar, and butter together in a bowl using an electric mixer on medium speed until smooth, about 2 minutes. Beat in eggs, one at a time, followed by almond extract. Beat in flour mixture on low speed, scraping down the sides of the bowl until combined; beat batter for about 30 seconds more.
Place chopped figs into a bowl, sprinkle 1 tablespoon flour over, and stir to coat. Fold figs into the batter. Pour into the prepared loaf pan. Place fig slices on top of the batter, down the center.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, 45 to 60 minutes.
Remove from the oven and place on a wire rack to cool. Remove from the pan once the cake has cooled, 20 to 30 minutes. Dust with confectioners' sugar.",5,"Total Fat 18g 24%, Saturated Fat 11g 55%, Cholesterol 103mg 34%, Sodium 421mg 18%, Total Carbohydrate 45g 16%, Dietary Fiber 2g 6%, Total Sugars 27g, Protein 8g, Vitamin C 1mg 4%, Calcium 190mg 15%, Iron 2mg 9%, Potassium 181mg 4%","Prep Time: 20 mins, Cook Time: 45 mins, Additional Time: 20 mins, Total Time: 1 hrs 25 mins, Servings: 10, Yield: 1 9-inch loaf cake",https://www.allrecipes.com/thmb/JlLVkrmPKX5xe9_HoVp0Mc7enaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6931417-ed7c8139157f4e7f81405a4625e6a3dd.jpg
20,Fig and Prosciutto Appetizer Bites,vegetarian,https://www.allrecipes.com/recipe/268661/fig-and-prosciutto-appetizer-bites/,10 mins,/Appetizers and Snacks/Wraps and Rolls/,,2 hrs 10 mins,25,25 bites,"4 ounces honey-flavored goat cheese, 3 ounces prosciutto, 2  fresh figs, thinly sliced, 2 leaves fresh basil, cut into thin strips, ⅛ teaspoon freshly ground black pepper","Place goat cheese on a sheet of plastic wrap. Top with another sheet of plastic wrap and use a rolling pin to flatten into a 4x8-inch rectangle.
Remove the top sheet of plastic wrap and cover goat cheese with slices of prosciutto, slightly overlapping the edges. Cover prosciutto with a new sheet of plastic wrap and flip both sheets over so the goat cheese layer is now facing up.
Remove top sheet of plastic wrap. Cover goat cheese evenly with figs, basil, and black pepper. Starting from the long edge, roll tightly to form a log. Wrap log in plastic wrap and refrigerate at least 2 hours.",4.9,"Total Fat 2g 3%, Saturated Fat 1g 7%, Cholesterol 7mg 2%, Sodium 89mg 4%, Total Carbohydrate 1g 0%, Dietary Fiber 0g 0%, Total Sugars 1g, Protein 2g, Vitamin C 0mg 1%, Calcium 15mg 1%, Iron 0mg 1%, Potassium 15mg 0%","Prep Time: 10 mins, Additional Time: 2 hrs, Total Time: 2 hrs 10 mins, Servings: 25, Yield: 25 bites",https://www.allrecipes.com/thmb/ojom8nlzSi1ziOClezIZG7WT_pY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5854830-f9543fc575c14941aa755f07f03dc882.jpg
21,Blueberry-Fig Jam,vegan,https://www.allrecipes.com/recipe/275586/blueberry-fig-jam/,15 mins,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,25 mins,50 mins,12,1 jar,"¼ cup blueberries, 2 cups quartered fresh figs, ¾ cup white sugar, ½ cup water, 1 tablespoon lime juice, ½ teaspoon balsamic vinegar","Mash blueberries with a fork in a small bowl. Transfer to a 3 1/2-quart pot. Add figs, sugar, water, lime juice, and balsamic vinegar. Lightly pulse with an immersion blender until mostly smooth, with some chunks remaining for texture.
Place the pot on the stove over medium-high heat. Stir continuously as it comes to a boil. Reduce heat to low, and stir periodically, until thickened, 20 to 25 minutes. Check doneness by dropping a small spoonful of jam onto a frozen plate. Let sit for 1 to 2 minutes; if jam appears to gel, it is ready. Continue cooking if jam appears thin and runny.
When jam has thickened, remove from heat and allow to cool slightly, about 10 minutes. Pour jam into a clean jar with a hermetic seal. Allow to cool completely before refrigerating.",4.8,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 18g 7%, Dietary Fiber 1g 3%, Total Sugars 17g, Protein 0g, Vitamin C 1mg 6%, Calcium 11mg 1%, Iron 0mg 1%, Potassium 68mg 1%","Prep Time: 15 mins, Cook Time: 25 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 12, Yield: 1 jar",https://www.allrecipes.com/thmb/fWwNtjeVC-K-7gep0b-7QX4EhgA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6957902-5191866f26ba4f52873f20878defc75f.jpg
22,Bourbon Fig Compote,vegan,https://www.allrecipes.com/recipe/232620/bourbon-fig-compote/,10 mins,/Appetizers and Snacks/Dips and Spreads Recipes/,30 mins,40 mins,12,12 servings,"7 ounces dried Mission figs, diced, ¼ cup white sugar, ¼ cup bourbon whiskey, ¼ cup balsamic vinegar, 1 tablespoon lemon juice, 1 pinch salt","Combine figs, sugar, whiskey, balsamic vinegar, lemon juice, and salt in a small saucepan; bring to a boil. Reduce heat and simmer until liquid reduces by half, about 30 minutes. Cool before serving.",4.8,"Total Fat 0g 0%, Sodium 3mg 0%, Total Carbohydrate 16g 6%, Dietary Fiber 2g 7%, Total Sugars 14g, Protein 1g, Vitamin C 1mg 4%, Calcium 26mg 2%, Iron 0mg 2%, Potassium 124mg 3%","Prep Time: 10 mins, Cook Time: 30 mins, Total Time: 40 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/ZjGJdXQfMcpW-H8VTXAXpDwtKms=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4205750-3803477ec2bb4aa8a1a96501a9c399b9.jpg
23,Fig Cake II,vegetarian,https://www.allrecipes.com/recipe/25577/fig-cake-ii/,30 mins,/Desserts/Fruit Desserts/Fig Dessert Recipes/,1 hrs 15 mins,1 hrs 45 mins,16,1 to 10 - inch tube pan,"2 cups all-purpose flour, 1 teaspoon salt, 1 teaspoon ground cinnamon, 1 teaspoon ground nutmeg, 1 teaspoon ground allspice, 1 teaspoon vanilla extract, 3  eggs, 1 ½ cups white sugar, 1 cup vegetable oil, 1 cup buttermilk, 1 teaspoon baking soda, 2 teaspoons hot water, 1 teaspoon vanilla extract, 1 cup canned figs with juice, chopped, 1 cup chopped pecans, 1 cup white sugar, ½ cup buttermilk, ½ teaspoon baking soda, 1 tablespoon light corn syrup, ¼ cup butter, 1 teaspoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch tube pan. Sift together the flour, salt, cinnamon, nutmeg and allspice. Set aside. Dissolve 1 teaspoon baking soda in 2 teaspoons hot water; set aside.
In a large bowl, beat eggs with electric mixer until thick and lemon colored. Beat in 1 1/2 cups sugar and 1 cup oil. Combine buttermilk and dissolved baking soda. Beat in the flour mixture alternately with buttermilk mixture. Stir in 1 teaspoon vanilla, figs, and nuts. Pour into prepared pan.
Bake in the preheated oven for 70 to 75 minutes. Remove from pan and pour hot Buttermilk Icing over warm cake.
To make Buttermilk Icing: In a heavy saucepan, combine 1 cup sugar, 1/2 cup buttermilk, 1/2 teaspoon baking soda, corn syrup and butter. Bring to a boil and cook to soft ball stage (240 degrees F/ 115 degrees C). Remove from stove and stir in vanilla. Pour over warm cake.",4.9,"Total Fat 23g 29%, Saturated Fat 5g 25%, Cholesterol 43mg 14%, Sodium 323mg 14%, Total Carbohydrate 49g 18%, Dietary Fiber 2g 6%, Total Sugars 35g, Protein 4g, Vitamin C 1mg 3%, Calcium 47mg 4%, Iron 1mg 7%, Potassium 113mg 2%","Prep Time: 30 mins, Cook Time: 1 hrs 15 mins, Total Time: 1 hrs 45 mins, Servings: 16, Yield: 1 to 10 - inch tube pan",https://www.allrecipes.com/thmb/lpo274WNll_2ec7vuZ3-qTz4cTU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7954960-f78d4b309d394362a2a304723dae96f7.jpg
24,Delish Black Mission Figs!,vegetarian,https://www.allrecipes.com/recipe/228558/delish-black-mission-figs/,10 mins,/Appetizers and Snacks/Meat and Poultry/Pork/,5 mins,15 mins,4,4 servings,"8  Black Mission figs, cut in half, ¼ cup crumbled goat cheese, or as needed, 3 slices prosciutto, trimmed of all fat and cut into strips, 2 tablespoons honey, or to taste","Set oven rack about 6 inches from the heat source and preheat the oven's broiler.
Arrange fig halves, cut sides up, on a baking sheet. Top each fig half with goat cheese; lay prosciutto strips atop goat cheese layer.
Broil figs in the preheated oven until prosciutto is crisp and goat cheese is melted, 3 to 5 minutes.
Transfer the warm figs to a serving platter and drizzle with honey.",5,"Total Fat 8g 10%, Saturated Fat 4g 22%, Cholesterol 21mg 7%, Sodium 283mg 12%, Total Carbohydrate 28g 10%, Dietary Fiber 3g 10%, Total Sugars 25g, Protein 6g, Vitamin C 2mg 11%, Calcium 78mg 6%, Iron 1mg 4%, Potassium 260mg 6%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/N5YxrAeVHtWddBpjMg4kncWt4hM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5706941-eb534b038f40492e864cf79f5ca77cb4.jpg
25,Risotto with Fresh Figs and Prosciutto,vegetarian,https://www.allrecipes.com/recipe/266191/risotto-with-fresh-figs-and-prosciutto/,10 mins,/Main Dishes/Rice/Risotto Recipes/,20 mins,30 mins,4,4 servings,"4 cups vegetable broth, 6 tablespoons butter, divided, 1 tablespoon extra-virgin olive oil, 1  green onion, finely chopped, 1 (12 ounce) package Arborio rice, ½ cup dry white wine, 14  small fresh figs, divided, 4 thin slices  prosciutto, finely chopped, 1 cup grated Pecorino-Romano cheese, or to taste","Heat vegetable stock in a large pot and keep warm over low heat.
Heat 2 tablespoons butter and 1 tablespoon olive oil in a large, heavy-bottomed saucepan over medium-low heat. Add green onion; cook and stir until softened, about 1 minute. Pour in rice and stir until coated in butter and oil and starting to toast, 2 to 3 minutes. Increase heat and pour in wine. Simmer until alcohol has evaporated and the wine is mostly absorbed. Reduce heat to medium and stir in 1 ladle of boiling broth. Continue stirring until the rice has absorbed the liquid and turned creamy. Once the liquid has been fully absorbed, add the next ladle. Repeat this process, stirring constantly until all liquid has been used or rice is tender yet firm to the bite (al dente). Stirring in the broth should take 12 to 15 minutes in all.
Meanwhile, chop 10 figs. Melt 2 tablespoons butter in a medium skillet and cook chopped figs until soft and coated in butter, 4 to 5 minutes. Crush figs gently with a wooden spoon while cooking. Stir in prosciutto. Add fig-prosciutto mixture to the risotto when there are about 5 minutes left to cook.
Remove risotto from heat; stir in remaining 2 tablespoons butter and grated Pecorino romano cheese. Let stand for a few minutes.
Divide risotto evenly onto 4 plates, garnishing each with a whole fig before serving.",5,"Total Fat 30g 38%, Saturated Fat 16g 82%, Cholesterol 72mg 24%, Sodium 1083mg 47%, Total Carbohydrate 100g 36%, Dietary Fiber 6g 22%, Total Sugars 26g, Protein 17g, Vitamin C 4mg 18%, Calcium 320mg 25%, Iron 2mg 9%, Potassium 362mg 8%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/fToQciXsEtySc6jOQSyWAM0R2KI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5573419-ca11bf31d4f241d49f3b76b16a3d6f18.jpg
26,Fig and Rosemary Cranberry Sauce,vegan,https://www.allrecipes.com/recipe/276836/fig-and-rosemary-cranberry-sauce/,10 mins,/Side Dish/Sauces and Condiments/Sauces/Cranberry Sauce Recipes/,15 mins,35 mins,8,8 servings,"1 cup water, 1 cup dark brown sugar, 2 teaspoons maple extract, 1 (12 ounce) package fresh cranberries, 10  dried Mission figs, chopped, 1 (5 inch) fresh rosemary sprig","Bring water, brown sugar, and maple extract to a boil in a non-reactive saucepan. Add cranberries and figs. Cook over medium heat, stirring frequently, until slightly thickened, about 5 minutes. Add rosemary and cook until sauce is thickened, about 5 minutes more.
Carefully remove rosemary sprig and discard. Remove pot from the burner and let cool, about 10 minutes. Pour sauce into a bowl and refrigerate until ready to serve.",5,"Total Fat 0g 0%, Saturated Fat 0g 1%, Sodium 12mg 1%, Total Carbohydrate 48g 17%, Dietary Fiber 5g 17%, Total Sugars 41g, Protein 1g, Vitamin C 6mg 29%, Calcium 62mg 5%, Iron 1mg 4%, Potassium 243mg 5%","Prep Time: 10 mins, Cook Time: 15 mins, Additional Time: 10 mins, Total Time: 35 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/RZs0-CTppLBRfnG5LUu3TGHnOyw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1724743-0d51e94718614968a74d1dea6424ca6f.jpg
27,Mamma K's Fig Preserves with a Twist,vegan,https://www.allrecipes.com/recipe/228522/mamma-ks-fig-preserves-with-a-twist/,30 mins,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,35 mins,2 hrs 5 mins,36,3 1-pint jars,"3 cups fresh figs, stemmed and quartered, 3 cups white sugar, 1  lemon, thinly sliced and seeds removed, 2 (3 ounce) packages strawberry-flavored Jell-O® mix, 3  1-pint canning jars with lids and rings, or as needed","Mix figs, sugar, lemon slices, and strawberry gelatin in a large pot. Let stand for 1 hour. Bring to a boil and cook over medium heat, stirring often to prevent burning, until foam has disappeared and the preserves are thickened, 25 to 40 minutes.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack the fig preserves into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area, and wait at least 2 days before opening.",5,"Total Fat 0g 0%, Sodium 19mg 1%, Total Carbohydrate 24g 9%, Dietary Fiber 1g 2%, Total Sugars 23g, Protein 1g, Vitamin C 3mg 13%, Calcium 7mg 1%, Iron 0mg 1%, Potassium 37mg 1%","Prep Time: 30 mins, Cook Time: 35 mins, Additional Time: 1 hrs, Total Time: 2 hrs 5 mins, Servings: 36, Yield: 3 1-pint jars",https://www.allrecipes.com/thmb/C_cDW67hf5BqgrCypxmOFFdJRCI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1904563-fc63a8540861450dac5a71af0097a4a3.jpg
